5.510771193534673529e+01	1.356916199033582338e+01
1.907368355980311435e+03	-9.089383807236911252e+02
1.956655161922351908e+03	-6.607957016992228318e+02
1.873725040378333915e+03	-8.520265094799668759e+02
1.876094650436527445e+03	-8.866379129628357703e+01
1.866446409161134625e+03	-2.470582785385174702e+02
1.823219602131782267e+03	3.875358886149712703e+02
1.871345631292844701e+03	6.135537420888896349e+02
1.914663093153639693e+03	-6.970767112105719434e+02
1.863497539155265258e+03	-7.228449196878182192e+02
1.840233531371427944e+03	2.008733286264911158e+02
1.990999341120173312e+03	1.564215432542303290e+02
1.977680862026003069e+03	8.348118174862937622e+02
1.933251672061417821e+03	9.397281873494138154e+02
1.898755429671070033e+03	-5.691211418224237377e+02
1.903864803092688135e+03	3.288718614043574462e+02
1.750298758791577484e+03	2.337884190349079745e+02
1.942646427860034464e+03	8.227024924474922045e+02
1.959416859060360821e+03	1.022795668853850657e+03
1.943415747048003823e+03	9.149161132909206344e+02
1.901556440652175979e+03	-1.536877090342534018e+02
1.829461263262325019e+03	3.941644511866468861e+02
1.978872527006954442e+03	-9.983462340574808422e+02
1.872476996844391124e+03	-9.506885257658244655e+02
1.718494750886494330e+03	1.753668899841925395e+02
1.892666281887775312e+03	-7.178998140776328682e+02
1.976263264946674553e+03	-7.884205989529940553e+02
1.881932672248213066e+03	3.347700347365401399e+02
1.914218663282977332e+03	5.067290844340005265e+02
1.866808459079713202e+03	4.898366723551537234e+02
-1.882322927798152023e+03	3.122135812727971427e+01
-1.913286465396772201e+03	5.246034549506441635e+01
-1.890749697340233297e+03	1.754724884638228133e+01
-1.805334517979476459e+03	-9.006642721098768334e+01
-1.826053320011801816e+03	-1.430754017726535210e+01
-1.865645595844056515e+03	1.098462955512569295e+01
-1.914929511895403948e+03	-3.755713876962928310e+01
-1.867364148956607323e+03	-6.482164872594687210e+01
-1.797541592326623004e+03	2.360564908907444348e+01
-1.824379210691303115e+03	5.772782020753183474e+01
-1.830373845742519507e+03	3.510172863990267444e+01
-1.835982230834041275e+03	-2.211297186511657387e+01
-1.926449439725026650e+03	-3.279555833813076138e+00
-1.833089615519156496e+03	-4.609741505273395035e+01
-1.750026898393754664e+03	-1.729529489431857670e+01
-1.853675143490251003e+03	2.907698864757645651e+01
-1.835441710821172819e+03	-2.029490087702026457e+01
-1.748636924674004831e+03	-1.424666634553337374e+01
-1.833289735282730589e+03	-2.224476854277379800e+01
-1.712728103417645571e+03	8.180662598013821452e+00
-1.799235902667672690e+03	-3.095782072815125474e+01
-1.816590058429118017e+03	7.839958598917961297e+01
-1.773860207687984712e+03	-7.549012079103677664e+00
-1.829374272324213052e+03	4.317446093020713249e+01
-1.832561444091751127e+03	1.979305625249411094e+01
-1.852508630306796476e+03	1.413509391668130721e+00
-1.820374866717552322e+03	-9.150094408924903888e+00
-1.860606934013962700e+03	1.040746688680087795e+00
-1.808555950253937453e+03	-4.989068411386003277e+01
-1.840469045114161418e+03	2.527710837497373930e+01
